"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"East Asia & Pacific","EAS","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","20750000","19100000","24200000","32900000","40400000","34800000","50100000","52000000","31100000","42900000","55220000","37137153.2529582","121085163.679806","210374877.873786","318634536.484689","253351256.143442","477373065.268526","623060643.323892","635758057.823625","721996659.295223","1012960309.22628","632399608.983867","304200000","644471402.410167","611190104.784883","718167574.692443","644149017.16145","491122129.693995","397618781.876169","540419914.842169","838481822.708455","924296672.81752","868163838.739395","1379948897.96451","1844238464.21111","1627628518.50971","1858453220.73186","2092790479.14598","1619731403.16665","1642369254.49258","946926261.644739","839767943.475717","714626724.675629","812578785.546265","1069609342.03766","1714231666.52374","1489487163.35999","2816381598.57904","3738153054.27756","2873184731.6349","1434845856.38252","1664304383.64451","1079956143.68357","3328037833.46757","3484140017.73337","2085430599.56405","3781142470.05677","1678194706.6482","1896101675.1971","",
"Egypt, Arab Rep.","EGY","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","49000000","42000000","84000000","54000000","63000000","102000000","75000000","51000000","74080000","57132023.2431812","51504587.1619397","259601785.436518","251844654.534802","193916016.970939","239585179.704645","430727953.001224","491669897.614151","529461066.249241","1046000000","716202621.258704","698132372.89459","771099670.242475","736205844.009651","792098857.644991","829012231.967023","1378312105.43489","1263430622.65344","1520131416.40602","2683611742.61285","5325330300.81964","10809756747.8378","12904091827.095","13480782194.6765","16181222673.9485","17398343008.3746","18664757639.4586","18123914818.7521","14484069531.4655","13117578467.624","12925786040.4969","13242410675.248","13588731809.1242","14273201918.8957","20609055555.5556","24461557537.3543","30187705601.3476","32216142798.3926","32252965766.342","33611735634.5559","14915680110.4777","11627543554.7728","13608097326.4074","11995212051.7397","13282027325.7756","20858154705.9678","33213917118.8055","38609411065.1377","",
"Euro area","EMU","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256780151001.672","242326903634.967","234931305633.31","247168269816.659","223145006883.681","211970684208.96","184713500140.994","197005541458.006","215295777929.306","218716725671.438","282776610528.785","300242764004.545","316705331823.261","332540656058.521","330961276552.623","327597107667.848","333872473007.993","344413307190.739","353249050972.537","378390931228.578","",
"Eritrea","ERI","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40490517.0778784","81319532.6809484","199395770.504305","23057791.2056481","34242932.2045008","25516157.7773838","39755114.5791811","30282531.9211627","24707771.9703722","34746846.5868961","27944199.0527694","25354624.7489117","34284787.5452011","57898130.119272","90010612.7740805","114149602.728927","114795744.08312","","","","","","","","",
"Spain","ESP","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","363000000","569520000","598500000","574000000","897510000","599010000","421020000","264020000","364020000","497130000","1319490000","2726861734.11526","4473385864.23363","6169571808.04701","5874221460.78679","5506117955.72817","4704447828.0785","5976597735.8469","10112381224.5126","13224431861.5845","11863258450.3179","10805063552.6341","7654701102.48056","7402088206.46505","11955317264.9284","11174874780.3163","14754530904.0647","30668818439.7566","37073524929.0145","41467033563.7501","51227835967.6203","65822356992.6619","45503814979.3062","41044658124.6966","41545943439.9557","34484976088.1069","57926892717.045","68398241257.124","55258034758.4886","33115036235.8127","30988904294.835","29582302330.3691","34535673181.2951","19788385919.0027","12388839233.3238","9677639742.35772","10822203767.0765","11480179768.3672","12413672123.6605","18205141380.3609","19146439372.9595","32843161356.6883","35522619476.9985","35429922037.6453","39493928511.5441","44377662235.8777","52666093828.9472","57662984366.0331","59030411977.7056","",
"Estonia","EST","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170175039.806399","386122342.866044","443352559.448645","579912266.294847","636816386.763911","757717770.98355","810604022.655111","853491709.230556","920644055.58726","820241577.648307","1000415301.27034","1373360670.15844","1788226276.65348","1943207946.75443","2781239627.45502","3262692367.43126","3964876388.52859","3971941012.81399","2555894087.1289","194867695.548506","287347803.183269","304770126.749955","427184954.504529","406318362.438981","342973543.414626","334664507.941262","744752388.304243","",
"Ethiopia","ETH","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","51810000","53660000","61810000","63660000","58470000","73970000","74770000","60070000","58280000","62390000","63300000","59293735.4187001","83204592.5925896","166027275.478892","263550066.125116","276683891.746838","294735309.230676","213315990.487484","152926055.91603","172726932.856275","80129191.6501661","266705128.398288","181840974.930274","125873805.168585","44340628.7092999","147997715.289982","250500000","122688206.670544","64226913.9158402","46052566.5624097","20156078.3030544","54457347.4087743","232397535.99076","455795115.212642","544234560.724552","771509768.286737","732155665.830735","501074429.806571","511080691.058341","458508862.585456","306319431.557217","433230567.383338","881748955.869228","955608348.106304","1496784362.17874","1042595212.18723","867438393.591878","1289865496.28638","870502510.19458","1780874214.24059","2241164555.88825","2837310958.4935","2301655547.62419","2363513607.3673","3525244981.05226","3826807166.24954","3021776307.17666","3035198813.05231","3977210469.90204","",
"European Union","EUU","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","286170000","295870000","243070000","277170000","298480000","205580000","143690000","139000000","292960000","281860000","424580000","623132343.65152","667646121.429289","574282671.04009","595855017.583446","433174187.068289","462113602.7991","531099280.951848","1222893499.23199","1539989014.99768","1870184503.99521","1483688176.82181","1517500811.00515","1237729199.77745","2754270553.79279","3749916520.2109","1787135667.19264","6417520762.10473","6369202832.68964","5111155526.05987","9644062659.51544","7608722367.64937","5213449146.8093","5410778796.89712","10661974712.2275","10038336451.2849","6916261114.81784","8416628558.51431","9694481013.49591","8219728947.40314","7976924083.14767","7983348162.79125","9284954097.61376","10514943632.4705","12221530496.8033","10521093301.0062","6494233358.46346","7063149053.47307","6979372867.1211","9710584791.92702","7326737724.74528","7857077418.071","8453224912.0095","9369246806.16031","8773770780.11775","8341475637.31246","8654839380.00171","8458376391.93142","8284157187.47175","",
"Fiji","FJI","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","148591616.451689","116321188.327452","147130500.954145","134697441.316602","136484765.986635","167507071.410692","135079871.978374","126920339.988815","115818934.731141","117420559.125105","130836485.061511","171051098.919917","132169607.17275","233363718.426613","211593962.99314","260794710.844916","271425504.441488","316870084.562817","269456635.669976","273138894.747906","349032345.375843","427237960.864614","360286919.228444","385673074.139521","428687485.914594","411794361.196278","366162504.088454","358660830.765189","423272906.258186","482727520.013932","320891281.977879","312791728.992363","527605571.075917","321485405.007235","569135077.946111","719398956.765859","832228664.169776","919974720.574248","940863393.425575","915201090.608289","917899350.368621","907677139.760341","1115067204.4475","946371681.857671","",
"France","FRA","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","630910000","1244460000","1461540000","1732540000","1995170000","1637380000","1494770000","1759890000","323870000","286000000","1428440000","4428039575.32277","6188645514.49937","4267674468.35475","4525870856.52196","8457031257.77321","5619869260.54405","5872089015.57029","9278084240.04415","17579258607.4209","27340321253.4785","22261750869.8067","16530648541.0705","19851011413.6984","20939510661.5802","26588573813.7083","31453846146.3188","33049483266.8927","25364490438.8314","24611054642.9416","36777716876.9828","31284003890.7723","27028313666.1763","22648736208.6591","26257268981.3037","26853225672.1885","26796028358.8331","30927488433.2499","44311701136.6276","39701489608.0092","37039189717.5087","31749101763.961","28365346067.4323","30186488584.2419","35314031954.9503","27752841215.4761","42651647646.8086","45709707996.8774","33617482930.1334","46633492570.7272","55800028354.6885","48611455550.5893","54230620611.7497","50848754565.1619","49547304333.4337","55192504338.2939","56124910270.1827","54780551109.2472","66103290546.7898","",
"Faroe Islands","FRO","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69499661.3787445","89600207.5601928","85801084.2580199","101601919.397647","92668897.7533349","113047175.64761","98330197.784134","117391173.137997","89607067.3768614","54838730.4103666","49953309.0358174","46622757.9357199","48479465.9772571","39986224.5220158","55718614.2195801","55763850.8999963","75062413.2091201","76796329.9889957","84343095.8002683","114124949.546814","135114898.29569","156984836.357184","203718873.504125","203528219.216567","",
"Gabon","GAB","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","17633000","11563000","9433000","5466940.31633176","8286353.3711784","14739646.4310063","25387173.8714496","23227404.6659069","47857419.6080694","103292592.947595","146069074.960014","116155039.786906","9905172.44525905","22573653.9111842","20134780.6548082","107503335.908203","198854015.213667","311884959.132668","186897755.540394","199449822.312198","192546468.279435","126349962.185599","11998472.6280505","67435090.1648837","34425964.0548375","273764721.800407","327476916.295922","71209349.2045402","750323.867791054","175188662.55906","148086141.930736","248715632.969779","282601546.871063","15407991.845619","17946774.7348187","190090627.35093","9850280.28712399","139652056.77431","196571306.956198","443423494.892113","668564475.166232","1113431994.719","1227241648.87598","1923491682.60387","1993241390.30824","1735883130.08267","2157316878.94114","2351562306.82131","3003573133.33984","2478480387.52702","1863120980.87031","789346604.519222","965054219.212037","1321051088.57443","",
"United Kingdom","GBR","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","918020000.50312","1051260000.01562","727135000.51803","663385000.50507","178180000.01562","739430000.01562","1157690000.01562","1404970000","948815000.01562","1055075000.01562","1478765000.26573","7989091694.16575","4845968489.48363","5589118325.59681","6037666733.30558","4598682027.07813","3374874859.94223","20112072980.6716","16026060971.547","19741871008.5124","20651489531.2903","15237476991.4455","12397351684.6915","11339808095.7146","9439873447.56258","12858925746.9244","18422772387.5576","41715187958.4049","44103206618.1319","34768468893.7367","35853462847.3062","41891984608.5626","36641027073.8515","36776667128.3929","41012669124.0768","42015608297.8559","39896220859.8396","32316815332.0776","32211547268.0808","40223847062.8714","46637804196.7188","44259386923.1976","51500476301.1828","52147821670.2591","57741092620.8023","54008878382.056","57482629544.0752","69398715812.1674","56109864468.5655","68605677600.2467","84005597614.4246","94462174591.2878","100558576864.591","106735306279.676","112457575221.296","137534739505.898","123500303536.683","137923734964.22","159871954949.434","",
"Georgia","GEO","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198511606.963488","191373447.232935","201708671.352911","132881224.190738","144363950.634223","115965903.579731","161941585.492552","202176074.067156","196198029.710394","386676416.886773","478637800.597655","930833393.916797","1361156503.59962","1480157559.2564","2110323626.28935","2263794873.28055","2818191101.12737","2872949024.40383","2823383516.08606","2699169280.07028","2520721328.46961","2756383662.9152","3038762324.25157","3289463516.7195","",
"Ghana","GHA","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","126890000","105500000","77100000","90300000","66200000","36600000","36111438.0362754","93657173.8894275","176079305.167838","71493084.9022884","124715059.362711","91737797.8735437","148592891.516803","277163532.15608","289107930.363199","180438262.377928","145598372.792209","138887528.267335","144809077.11062","301558812.574186","478503778.558875","512957114.723619","195131563.790095","221322966.990082","347310374.011091","218838690.586277","550244879.772275","319911356.167586","409680881.115919","583873906.97559","697464725.119216","828724932.128519","537823949.743103","376979175.320149","453774151.89043","232054898.386218","298239905.544189","539747049.997825","1352814059.67805","1626651259.35718","1752904040.26241","2090294866.51141","1984027597.67966","1769805537.49439","3386234835.02409","4763206128.84547","5483389037.24248","5367514328.20187","5249274626.3869","5224823271.19552","5444785886.29529","5544731696.16504","6650870659.64987","5934707914.02725","",
"Gibraltar","GIB","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80052866.8908715","86955708.7513226","132118276.143614","87847083.129527","86759318.8428217","87340118.2620842","121631871.064813","236706990.911203","199679963.642153","147907025.591716","200231346.912718","171398337.955712","169970708.614615","110482184.713341","95055709.9734157","28077694.1529568","44093411.4773928","49482896.5250828","406329549.421063","291533899.029617","936245875.599621","751084091.901624","845308239.740884","975384634.690061","572737935.757249","795765362.908194","933629046.860617","1161866688.58651","",
"Gambia, The","GMB","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","8110000","10939434.3434335","11384579.55903","16240624.8907179","28045553.1651839","28551676.388286","20635249.8569149","24394652.8364082","26072159.2556765","1928959.17707442","5670000","3948197.73268408","8386497.19278623","2917512.95625558","2259208.38279066","1733936.73110721","13562845.8894475","25757394.9126814","19049152.7499294","20589297.1850606","55386774.693773","67615345.6636485","94033759.9515998","105752905.657865","98016031.71081","106146503.014591","102133831.517675","96038245.6500151","106362060.432404","111246412.788519","109431118.885128","106013174.398906","106877406.671452","59306559.0279377","83774361.4655419","98312848.5390224","120615997.843097","142784444.74383","116517122.951593","224175097.050901","201627626.678787","223241852.815922","236241441.119079","210553598.677805","159330829.415719","111040203.229818","87635582.4178872","169969976.48625","191773260.980301","",
"Guinea-Bissau","GNB","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","2773615.87655523","1300000","1381000","3465531.60248607","2676436.58791487","568604.403598341","5503322.41918524","5968313.45777245","706734.793331144","9473863.03710651","13408610.6225858","480802.137519329","390332.767301749","40812.3155034427","516467.205190443","4933006.0588921","803295.411914716","3353991.19149578","23008388.6354031","70851809.3335505","88540317.1327289","237691328.605158","944982405.389843","2102494662.1315","3066739318.60916","3845916299.732","4431191816.06264","3251937926.22841","2346355216.01319","3053840571.59284","4396979377.35143","4566537481.10375","2906843390.77255","1205154515.65311","62307444.1358487","45502925.1067975","48929813.6121629","",
"Greece","GRC","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","164600000","180100000","209200000","214600000","203900000","172800000","152900000","156000000","182210000","187210000","193610000","412432120.994878","898819043.553791","898879136.343662","781702385.073586","782468471.846326","776146570.877121","861513590.224374","1305035983.29951","1342840813.64208","1345874678.04871","1021997355.57045","861099681.269566","900502491.850288","954186893.697142","867970386.643234","1518695016.69664","2681433260.50873","3619415394.75986","3223470249.954","3412071253.78782","5188925237.09394","4793596852.6132","7790315074.47867","14487893689.2247","14780016180.3879","17501372162.3394","12594818214.3474","17458371364.3052","18122305427.8738","13424300678.5544","5154203654.25855","8082809725.46332","4361447324.94914","1190988609.03229","506386892.672727","565883459.423754","631097825.120889","343784488.03477","1554810097.5994","1309471963.38907","1248657891.38218","1269616354.91008","1419644364.05671","1876594818.73247","2189346781.10376","2695068413.21209","3096130632.38225","2918421298.89502","",
"Grenada","GRD","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","3677499.99816125","4447611.01312731","5050386.46172116","5003581.59497202","5363381.05612096","5752611.47139629","10886666.8069178","12691851.908562","12313333.3378938","12219469.6222064","12908888.89367","16097407.4133694","9232512.55944922","14141759.0273227","14234419.0114749","20812465.6719625","20565185.1851852","22740000","16923333.3333333","15442222.2222222","17578888.8888889","17472962.962963","25880000","26900000","31231150.2285391","36734880.7839127","35728931.7143876","42666395.4492466","46840916.0662808","50839905.6834356","57660000","63941398.7402541","87842777.412338","83225917.7043554","121728059.742647","94252920.2097209","99961392.6337931","110569734.763708","105341634.311796","129078999.922631","119154979.881368","120710917.736335","119485006.792475","150571015.878707","169949409.726942","197973503.320903","207689282.825893","199125887.285472","233815853.807382","",
"Greenland","GRL","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","30460000","31160000","22300000","33600000","36550000","46110000","40700000","45100000","45400000","54100000","60760000","74669176.4961394","116244623.004229","191305953.344238","181274685.372784","283751675.240514","491033330.654034","668870895.521319","741505469.178334","696286947.929532","444689518.723426","149714640.235951","112233093.223647","210025838.882716","274360419.139533","300900000","362100000","287802393.281221","201161483.495041","306022790.233133","282000000","807300000","765220058.57522","867795652.628382","863116206.060411","701958001.748106","869698361.881536","1111131254.8573","1335080655.15372","1189173173.56377","1746396636.93431","2292160596.49423","2299138097.37449","2833213472.99472","3426280348.24634","3663840974.18746","3914946990.59448","4129941880.36889","4461891555.47204","4963623699.87506","5636813559.3899","5834915613.17611","6325027870.58643","7002287143.62926","7063616498.16639","7511020506.07283","8898696521.3824","11477799830.8297","12299108001.7733","",
"Guam","GUM","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","18850000","23550000","20550000","20400000","26156006.7340058","36750300.2063627","13973635.3276719","62572063.7726408","100496676.043954","27282883.5544061","22976165.3992957","58265716.4120948","17528049.9581458","12700000","6910512.8398288","10557048.308227","6490000","5850000","6470000","9000000","8430000","4040000","13350000","28679759.2863951","124416126.678968","188080001.237505","247450000","247126598.204679","268938846.606652","329676783.984631","315505363.434221","276599938.610139","268276095.793113","304956640.973324","287255329.338608","284472829.483164","276387312.120453","231844788.060818","251872586.363899","279636390.847379","313007749.406008","355913639.674072","631410304.731452","782063529.783998","801777696.093639","864028135.128365","783621040.872284","667925088.815999","531887027.917001","580981472.737257","565363504.401139","518509369.454311","",
"High income","HIC","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24568000000","28808000000","35174000000","42986000000","49251000000","55398000000","63808000000","92804000000","89650133683.4621","96236000000","107542000000","111155000000","111896000000","118360080000","123540000000","124244000000","133168000000","152637000000","182469000000","255768000000","","285295925220.272","317250784179.561","311128959200.802","328436153803.693","358701769814.908","386216675874.891","431355101570.678","424534054797.188","",
"Honduras","HND","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","13210000","12220000","13190000","12330000","19580000","23280000","27280000","24970000","31430000","30810000","20130000","21774294.5584868","35087159.769738","41655987.1090729","44302323.8239536","96969221.2833453","130830471.823367","179772229.731685","184435721.373649","209170143.613047","149825508.251952","101017896.968617","112228065.15151","113616761.772095","128156833.531163","105800000","111300000","106000000","50000000","21100000","40414226.5723919","104900000","197451250.56719","97151091.43162","171014650.154817","261452436.05142","249191011.054999","580374842.947196","818072806.12209","1257578348.89533","1313039295.43956","1415560687.98416","1524099728.91108","1430030805.79707","1970382833.05793","2327208732.81308","2628480925.68856","2528026292.49309","2473372464.90881","2086482873.29455","2670785584.65879","2749742073.65284","2495239516.36205","2981865571.16259","3431763509.93301","3730872086.25896","3788205637.53589","4679394465.36306","4740702500.99891","",
"Heavily indebted poor countries (HIPC)","HPC","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166800000","616200823.710927","1404995142.26945","1895723866.40663","2313998603.45799","2539059849.80139","2815737659.72276","3024996087.37961","3524350092.11558","4703235109.76278","5884888203.90455","8190523097.99716","8758177307.55765","8800316451.1043","11487840810.6564","13674518992.7939","12957286637.2186","14894514532.2478","14132506400.1205","14483805261.8585","14807134321.34","17766773440.2298","15423620715.6123","14966894623.4156","14244345198.2049","18818215998.8714","19991304927.8836","",
"Haiti","HTI","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","4300000","3000000","2200000","2600000","2100000","1400000","2200000","1900000","2500000","3500000","4300000","10386868.2524151","17881732.8119882","17031738.9495527","19699657.185709","12429610.6416726","27940671.0755547","33843540.1607594","38638250.0951539","55015241.5499931","16225508.251952","24046558.1861473","4225169.60401218","8967895.0961293","12978416.7655813","6387873.46221441","15878653.9943488","16999306.2747379","12994198.7054406","12597124.6090362","3171132.86195957","35071521.5494429","27068750.2578135","32061810.1311173","51065999.7109502","191604700.562486","216115187.39431","207090059.061501","258214045.312059","264042307.53134","182148957.49891","141429811.952002","81722996.9951751","62036117.5006275","188499227.254247","218384943.35269","366983751.38156","580919529.440742","704223827.24731","1051924839.86384","1891253730.23191","1880126725.27336","2163518861.398","2447947794.18061","1964709945.52238","1915927799.07919","2107505943.19168","2334967116.68152","2296290338.14172","",
"Hungary","HUN","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","1231232371.97009","1560019604.1914","2153153778.55888","2302036695.90107","1634269545.60286","1467228768.28464","1246001314.16406","1069010086.63983","3934330300.81964","4424722798.9605","6699989177.45811","6735468640.28333","11974252023.1059","9720163741.38665","8407865439.20815","9318724639.72178","10954018141.8656","11189595715.5179","10727166080.6117","10348473664.6763","12751402418.5651","15922070947.5829","18552097977.5891","21527033806.919","23969752996.1505","33787880582.8996","44073738966.986","44849178901.216","48680502188.5214","44506050804.4239","46388888947.58","41900607901.2031","33019454325.6273","25824253667.337","27874456802.4484","30068270406.0416","",
"IBRD only","IBD","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","142632571.521668","572201254.045819","804734754.873315","1489500450.68711","584333682.198302","1496517035.94093","2508735426.01056","2626116696.84569","4061820824.73847","5391696429.32938","5014169714.47374","3144462597.54433","3718393210.57414","4773006288.11448","4974241388.4007","4051268547.94319","5592324796.7768","5048319766.92549","5453531101.00665","7459057855.20195","9257939411.23461","10448611002.7913","11262656751.5158","12132678563.0136","13708247115.922","18251104717.3555","16586889411.8885","22713375176.531","26445032417.3645","28501860111.4768","27246209680.3382","30970717497.4441","34962311391.5962","34952495909.3168","33140499049.2525","41103145281.5939","54976431523.296","49596713221.3198","63563292968.1398","92908055584.0428","106538747662.435","108837307833.066","96363531239.0833","108835534561.997","103268247088.719","113493392851.059","126857395382.957","117424645942.922","",
"IDA only","IDX","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","423000000","418000000","265000000","360000000","251000000","319000000","365000000","419000000","439000000","683000000","763320000","942439552.948743","916317572.716268","848791785.255795","1027733777.72385","1089132799.80348","2791702339.02209","4872016471.72272","6426350817.3537","7432479364.91613","6943862180.06385","4692882371.82402","4315146405.27743","4937274460.15733","5842300415.42095","6420353251.3181","6395732658.12875","6453558243.13013","4899288503.72085","3858554813.78295","1520972172.8244","3626589137.30707","5757134860.50573","10199123471.808","19698471269.4689","17921806913.0466","20170156505.5965","24688314294.5037","27340724583.4008","32666742041.8314","37902244645.7003","45870471083.9043","67665482492.0604","98937910782.3485","126593287643.343","131924326287.054","170737998444.448","266988346673.262","247418901857.103","265181731677.225","275276605505.686","271285421552.138","270586506917.185","276493267092.374","303454874927.27","334310993025.188","341145194692.363","389350147912.134","374425187183.508","",
"Not classified","INX","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","306260000","324260000","341260000","388030000","427000000","387970000","471000000","414040000","465740000","652130000","680690000","978021334.419436","1109444818.50762","1007206043.90639","1247229247.39364","1512605862.76791","1818483647.3754","2351124629.67679","2668363219.65185","2211960909.71448","2860276407.65793","2651297949.33689","2622104270.33778","2639572318.68248","2352390389.25052","2939577416.52021","3236311067.48376","4796178239.15788","5086800061.90201","4057423060.95093","5223359681.89384","5740360754.69539","3439583849.18944","5925060109.46794","6114778204.32903","8630333040.99131","8205148631.06673","6525970450.59583","9397303817.15396","5324985595.93105","5359670729.95672","5586536931.02062","5414829289.17602","4078523058.80564","2830886283.48967","778689916.82646","720016492.260454","778737308.062553","871101513.285272","1940798137.46953","1842595813.58188","1399322970.72863","1386379869.31488","1403481333.04167","1516632343.43074","1998573449.1223","3368173927.17955","4162291906.92309","4975323462.93715","",
"Iran, Islamic Rep.","IRN","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","53000000","79000000","81500000","99510000","50010000","105480000","138230000","180250000","133000000","152010000","77000000","479270289.345063","818259595.090668","1078479039.87271","8223195945.65258","8743598044.04907","8681248470.72098","12105789030.2728","11977233722.9608","15209641172.7531","10222910262.7425","1605410387.71727","5701205818.24562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
